course_id,course_text,label,KA_label
CpSc 215,"Major topics covered, in their approximate order of coverage, include the following:
 Java Basics: Introduction, interpreted versus compiled languages
Java Basics: Packages, classpaths, the Java compiler
Java Basics: The Eclipse integrated development environment
Java Basics: Parameter passing, shallow versus deep copying, value versus reference semantics
Java Classes: Fields, methods, accessibility modifiers
Java Classes: Constructors, overloading
Java Classes: Static fields, methods, initializers 
Design Patterns: Introduction, historical context 
Design Patterns: Singleton, Flyweight
Java Libraries: java.io.*, java.util.*, java.net.*, java.math.* 
Java Interfaces: Declaring, implementing, using as types 
Abstract Data Structures: Stacks, queues, sets
Analytical Reasoning: Introduction to interface contracts
Analytical Reasoning: Review of basic mathematical types (integers, tuples, strings, sets) 
Analytical Reasoning: Formal contract specifications
Abstract Data Structures: Partial maps (dictionaries), linked-lists 
Analytical Reasoning: Contract-based Testing and Tracing 
Design Patterns: Decorator
Analytical Reasoning: Assertion-checking wrappers (using Decorator) 
Java Exceptions: Concepts, declaring, throwing, catching
Java Inheritance: Concepts, type system integration, polymorphism 
Design Patterns: Template Method, Strategy
Algorithms as Components: Parameterized sorting implementations 
Java Generics: Concepts, syntax, subclassing issues
Design Patterns: Observer
Analytical Reasoning: Introduction to verification 
Analytical Reasoning: Software verification with objects 
Java Libraries: javax.swing.*, basic Swing development","SDF--Algorithms and Design
SDF--Fundamental Data Structures
SDF--Development Methods
PL--Object-Oriented Programming
PL--Basic Type Systems
SE--Software Design
SE--Formal Methods
","SDF
PL
SE"
CS1101,"Upon completion of this course, the student should be able to:
Understand when to use and write programs over structures, lists, and trees 
Develop data models for programming problems
Write recursive and mutually recursive programs using the Racket programming language 
Explain when state is needed in value-oriented programming
Develop test procedures for simple programs
Basic data types (numbers, strings, images, booleans) 
Basic primitive operations (and, or, +, etc.) 
Abstracting over expressions to create functions 
Documenting and commenting functions
What makes a good test case and a comprehensive test suite 
Conditionals
Compound data (records or structs)
Writing and testing programs over lists (of both primitive data and compound data) 
Writing and testing programs over binary trees
Writing and testing programs over n-ary trees
Working with higher-order functions (functions as arguments) 
Accumulator-style programs
Changing contents of data structures 
Mutating variables","AL--Fundamental Data Structures and Algorithms
PL--Functional Programming
SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Data Structures
SDF--Development Methods
","AL
PL
SDF"
Data Abstraction and Data Structures,"Abstract data types and their implementation as data structures using object-oriented programming. Use of object- oriented principles in the selection and analysis of various ADT implementations. Sequential and linked storage representations: lists, stacks, queues, and tables. Nonlinear data structures: trees and graphs. Recursion, sorting, searching, and algorithm complexity.
Apply appropriate data structures and abstract data types (ADT) such as bags, lists, stacks, queues, trees, tables, and graphs in problem solving.
Apply object-oriented principles of polymorphism, inheritance, and generic programming when implementing ADTs for data structures.
Create alternative representations of ADTs either from implementation or the standard libraries. Apply recursion as a problem solving technique.
Determine appropriate ADTs and data structures for various sorting and searching algorithms. Determine time and space requirements of common sorting and searching algorithms.","SP--Professional Communication
SDF--Fundamental Data Structures
AL--Basic Analysis
","SP
SDF
AL"
Software Engineering Practices,"Typical outline of course topics includes:
Introduction to Software Engineering Models of Software Process
Project Planning and Organization Software Requirements and Specifications Software Design Techniques
Software Quality Assurance Software Testing
Software Tools and Environments","SE--Software Processes
SE--Software Project Management
SE--Requirements Engineering
SE--Software Design
SE--Software Construction
SE--Software Verification and Validation
SE--Software Evolution
SE--Formal Methods
",SE
CS169,"Introduction to SaaS and software lifecycles: Waterfall, Spiral, RUP, Agile
Project Management: Pair programming and Scrum vs. Planning and Project manager 
Requirements Elicitation: User Stories vs. Contracts
Testing: Behavior Driven Design and Test Driven Development vs. Code then test 
Maintenance: Legacy, Refactoring, and Agile
Version control systems and releases 
Design patterns
Performance, reliability, and security","SE--Software Processes
SE--Software Project Management
SE--Tools and Environments
SE--Requirements Engineering
SE--Software Design
SE--Software Construction
SE--Software Verification and Validation
SE--Software Evolution
SE--Formal Methods
SE--Software Reliability
",SE
SE-2890,"Introduction to software engineering practices 
Requirements and Use Cases
Software Reviews, Version Control, and Configuration Management 
Design: Object domain analysis, associations, behavior
Design and Design Patterns
Java Review (almost a year since last use) 
Code reviews and software testing  Week 10 - Applications to embedded systems
","SE--Software Processes
SE--Software Project Management
SE--Tools and Environments
SE--Requirements Engineering
SE--Software Design
SE--Software Verification & Validation
",SE
Software Development,"This course presents introductory software engineering concepts including group development, large-scale project work, and theoretical aspects of object-oriented programming. The course expands on material from previous courses. Professional behavior and ethics represent an important component of this course.
This course is being used as an exemplar of how we incorporate communication outcomes into the core curriculum. The catalog description looks very much like other courses for software development; however, the real difference is in the execution of the course and how the communication skills are integrated into the assignments.
CSC 225 (Introduction to Software Development) is an experiential introduction to software development that focuses on learning basic software development principles and communications skills by developing an ongoing project (i.e., the project is carried over and developed during each iteration of the course).  Students work as   software development teams in the context of a workplace scenario where assignments are reports to a supervisor who uses the information reported for subsequent tasks such as reports for upper management. This strategy focuses students’ learning on selecting critical information for the supervisor to use and presenting it in an accessible and persuasive manner. Student learning occurs through two sets of linked assignments that use formative assessment to achieve competence at the first-semester sophomore level.","SP--Professional Communication
SDF--Development Methods
SE--Tools and Environments
SE--Process Management
","SP
SDF
SE"
CS2200,"The course represents a novel integrated approach to presenting side by side both the architecture and the operating system of modern computer systems, so that students learn how the two complement each other in making the computer what it is. The course consists of five modules, corresponding to the five major building blocks of any modern computer system: processor, memory, parallelism, storage, and networking. Both the hardware and system software issues are covered concomitantly in presenting the five units. Topics covered include
Processor design including instruction-set design, processor implementation (simple as well as pipelined with the attendant techniques for overcoming different kinds of hazards), processor performance (CPI, IPC, execution time, Amdahl’s law), dealing with program discontinuities (interrupts, traps, exceptions), and design of interrupt handlers
Processor scheduling algorithms including FCFS, SJF, priority, round robin, with Linux scheduler as a real world example
Memory system including principles of memory management in general (paging in particular) and the necessary hardware support (page tables, TLB), page replacement algorithms, working set concepts, the inter-relationship between memory management and processor scheduling, thrashing, and context switching overheads
Memory hierarchy including different organizations of processor caches, the path of memory access from the processor through the different levels of the memory hierarchy, interaction between virtual memory and processor caches, and page coloring
Parallel programming (using pthreads), basic synchronization (mutex locks, condition variables) and communication (shared memory), program invariants, OS support for parallel programming, hardware support for parallel programming, rudiments of multiprocessor TLB and cache consistency
Basics of I/O (programmed data transfer, DMA), interfacing peripherals to the computer, structure of device driver software
Storage subsystem focusing on hard disk (disk scheduling), file systems (naming, attributes, APIs, disk allocation algorithms), example file systems (FAT, ext2, NTFS)
Networking subsystem focusing on the transport layer protocols (stop and wait, pipelined, congestion control, windowing) , network layer protocols (Dijkstra, distance vector) and service models (circuit-, message-, and packet-switching), link layer protocols (Ethernet, token ring)
Networking gear (NIC, hubs/repeater, bridge, switch, VLAN)
Performance of networking (end-to-end latency, throughput, queuing delays, wire delay, time of flight, protocol overhead).","SF--Processor architecture
SF--Program discontinuities
SF--Processor performance metrics
SF--Principles of pipelining
SF--Processor Scheduling
SF--Scheduling performance metrics
SF--Memory management
SF--Page-based memory management
SF--Processor caches
SF--Main memory
SF--Memory system performance metrics
SF--Parallel programming
SF--OS support for parallel programming
SF--Architecture support for parallel programming
SF--Input/output
SF--Disk subsystem
SF--File systems
SF--Transport layer
SF--Network layer
SF--Link layer
SF--Networking gear
SF--Network performance
",SF
CS61C,"Introduction to C: this includes coverage of the Hardware/Software Interface (e.g., machine and assembly language formats, methods of encoding instructions and data, and the mapping processes from high level languages, particularly C, to assembly and machine language instructions). Computer architectures: how processors interpret/execute instructions, Memory Hierarchy, Hardware Building Blocks, Single CPU Datapath and Control, and Instruction Level Parallelism. The concept of parallelisms, in particular, task level parallelism, illustrated with Map-Reduce processing; Data Level Parallelism, illustrated with the Intel SIMD instruction set; Thread Level Parallelism/multicore programming, illustrated with openMP extensions to the C programming language.","SF--Computational Paradigms
SF--Cross-Layer Communications
SF--State-State Transition-State Machines
SF--Parallelism
SF--Performance
SF--Proximity
SF--Virtualization and Isolation
SF--Reliability Through Redundancy
",SF
CSE333,"The major goal of the course is to give students principles, skills, and experience in implementing complex,  layered systems. The course includes a quarter-long programming project in which students: (a) build rudimentary data structures in C, such as linked lists, chained hash tables, AVL trees; (b) use them to build an in-memory inverted index and file system crawler; (c) construct a C++-based access methods for writing indexes to disk and accessing disk-based indexes efficiently; and (d) construct a concurrent (threaded or event-driven) web server that exposes a search application.
A substantial portion of the course focuses on giving students in-depth C and C++ skills and experience with practical engineering tools such as debuggers, unit testing frameworks, and profilers. The course stresses the discipline of producing well-structured and readable code, including techniques such as style guidelines and code reviews. Additionally, the course covers topics such as threaded vs. event-driven concurrency, the Linux system call API, memory management, and some security and defensive programming techniques.
C programming
pointers, structs, casts; arrays, strings dynamic memory allocation
C preprocessors, multifile programs core C libraries
error handling without exceptions
C++ programming
class definitions, constructors and destructors, copy constructors
dynamic memory allocation (new / delete), smart pointers, classes with dynamic data inheritance, overloading, overwriting
C++ templates and STL
Tools and best practices compilers, debuggers, make
leak detectors, profilers and optimization, code coverage version control
code style guidelines; code review
Systems topics: the layers below (OS, compiler, network stack) concurrent programming, including threading and asynchronous I/O file system API
sockets API
understanding the linker / loader
fork / join, address spaces, the UNIX process model

","SF--Cross-layer Communications
SF--Support for Parallelism
SF--Proximity
AR--Assembly level machine org.
AR--Memory system org. and arch.
IM--Indexing
NC--Networked applications
OS--Principles
OS--Concurrency
OS--File systems
PL--Object-oriented Programming
PL--Event-Driven and Reactive Programming
SE--Tools and environments
SE--Software construction
SE--Software Verification and Validation
","SF
AR
IM
NC
OS
PL
SE"
IFSM304,"This course is a comprehensive study of ethics and of personal and organizational ethical decision making in the use of information systems in a global environment. The aim is to identify ethical issues raised by existing and emerging technologies, apply a structured framework to analyze risk and decision alternatives, and understand the impact of personal ethics and organizational values on an ethical workplace. 
apply relevant ethical theories, laws, regulations, and policies to decision making to support organizational compliance
recognize business needs, social responsibilities, and cultural differences of ethical decision making to operate in a global environment
identify and address new and/or increased ethical issues raised by existing and emerging technologies
foster and support an ethical workforce through an understanding of the impact of personal ethics and organizational values
apply a decision-making framework to analyze risks and decision alternatives at different levels of an organization
Technology-related Ethical Global issues (multi-national corporation) Decision making frameworks to technology-related ethical issues Organizational policy to address the technology-related ethical issue Research existing or emerging technology and its ethical impact
Study group presentation of research on existing or emerging technology and related ethical issues
a reflective piece on class learning as it applies to ethics in information technology","SP--Social Context
SP--Analytical Tools
SP--Professional Ethics
SP--Intellectual Property
SP--Privacy and Civil Liberties
SP--Professional Communication
",SP
Technology Consulting in the Community,"This course has service, personal, and intellectual goals. Its service goal is to build the technical capacity of community organizations by providing effective technology consultants. To promote this effectiveness, and to enrich the intellectual preparation of Carnegie Mellon students, the course teaches students how to:
Establish a professional working relationship
Quickly assess a complex technical environment and identify problem areas 
Systematically bring structure to unstructured problems
Communicate technical ideas to an often non-technical audience 
Negotiate with the client acceptable deliverables for the consulting period 
Develop and execute a work plan
Use writing skills to maintain working documents that describe, plan, persuade, and coordinate work with others
Reflect and learn from their experience as well as the experience of their colleagues 
Broaden their understanding of the relevance of information systems and computer science.
Students routinely find the experience to be very personally satisfying. Student consultants learn that they can be effective in helping a community organization make better use of its computers, and help its staff and/or volunteers understand more about the technology. Students also often express that it is refreshing to step outside the grind of Carnegie Mellon life and do something worthwhile in the community.
Capacity-Building Consulting and Alternative Consulting Models Establishing and Managing Professional Relationships
Gathering and Analyzing Information Structuring unstructured problems Researching alternative solutions Analyzing Buy vs. Build
Technology Planning
Developing and Communicating a Scope of Work and Work Plan Modelling Technical Problem Solving
Communicating Difficult Technical Concepts to a Nontechnical Audience Documenting and Analyzing Outcomes
Formulating Persuasive Recommendations Synthesizing a Final Consulting Report Orally Presenting Project Outcomes Reflecting on the Consulting Experience","SP--Social Context
SP--Analytical Tools
SP--Professional Ethics
SP--Professional Communication",SP
Issues in Computing,"In the context of widespread computer usage and society’s ever-growing dependence on computer technology, the course focuses on issues of ethics for the computing professional. A list of topics:
Introduction to Computer Ethics Survey of the tools of ethical analysis
Practical applications of the tools of ethical analysis Professional ethics
Privacy issues
Intellectual property protection issues Freedom of expression and the Internet
Ethical dimensions of computer system reliability Digital Divide
Social impact of technology in the workplace, in education, in healthcare","SP--Social Context
SP--Analytical Tools
SP--Professional Ethics
SP--Intellectual Property
SP--Privacy and Civil Liberties
SP--Professional Communication
SP--Economies of Computing
SP--Security Policies, Laws, and Computer Crime
",SP
CSI 194,"Students learn ethics and moral philosophy as a means for providing a framework for ethically grounded decision making in the information age. Topics include the basic concepts and theories of ethics (moral reasoning and normative frameworks); basic concepts of argumentation and inductive reasoning; an introduction to cyberethics; issues related to networking and network security (threats related to breaches, countering breaches; privacy and personal autonomy (anonymity and accountability, identity theft); intellectual property and ownership rights (Digital Millennium Copyright Act, digital rights management, alternatives to the property model); computing and society, social justice, community, and self-identity digital divide, free speech and censorship; professional ethics and codes of conduct. Four hours are assigned to testing.","SP--Social Context
SP--Analytical Tools
SP--Professional Ethics
SP--Intellectual Property
SP--Privacy and Civil Liberties
SP--Security Policies, Laws and Computer Crimes
",SP
Professional Development Seminar,"While the course covers Social and Professional Practice topics such as social context, analytical tools, professional ethics, intellectual property, privacy and civil liberties, this exemplar will focus on professional communications.
The course provides opportunities for students to develop their professional communication skills. This exemplar includes examples of four Professional Communication outcomes:
Write clear, concise, and accurate technical documents following well-defined standards for format and for including appropriate tables, figures, and references.
Develop and deliver a good quality formal presentation.
Plan interactions (e.g. virtual, face-to-face, shared documents) with others in which they are able to get their point across, and are also able to listen carefully and appreciate the points of others, even when they disagree, and are able to convey to others that they have heard.
Describe the strengths and weaknesses of various forms of communication (e.g. virtual, face-to-face, shared documents)
","SP--Professional Communication
",SP
The Digital Age,"The course provides both an introduction to a broad range of computer science topics and discussion of social and ethical issues. Topics vary according to faculty interest and current events.
The technical topics for spring 2013 include: Algorithms & efficiency
Data representation 
Digital  logic 
Computer organization 
HTML
Usability 
Networks
Programming in Python
Discussion topics include: Ethics
Software reliability 
Digital data & copyright
Software as intellectual property 
Artificial intelligence
Data mining 
Privacy & security 
Online education 
Online voting 
Energy
","AL--Basic Analysis
AL--Basic Automata Computability and Complexity
AR--Digital logic and digital systems
AR--Machine-level representation of data
AR--Assembly level machine organization
GV--Fundamental Concepts
HCI--Foundations
NC--Introduction
NC--Networked Applications
SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SP--Social Context
SP--Analytical Tools
SP--Professional Ethics
SP--Intellectual Property
SP--Privacy and Civil Liberties
SP--Sustainability
","AL
AR
GV
HCI
NC
SDF
SP"
COS 126,"We take an interdisciplinary approach to the traditional CS1 curriculum, where we teach students to program while highlighting the role of computing in other disciplines, then take them through fundamental precepts of the field of computer science. This approach emphasizes for students the essential idea that mathematics, science, engineering, and computing are intertwined in the modern world, while at the same time preparing students to use computers effectively for applications in computer science, physics, biology, chemistry, engineering, and other disciplines.
Instructors teaching students who have successfully completed this course can expect that they have the  knowledge and experience necessary to enable them to adapt to new computational environments and to effectively exploit computers in diverse applications. At the same time, students who choose to major in computer science get a broad background that prepares them for detailed studies in the field.
Roughly, the first half of the course is about learning to program in a modern programming model, with applications. The second half of the course is a broad introduction to the field of computer science.
Introduction to programming in Java. Elementary data types, control flow, conditionals and loops, and arrays.
Input and output. Functions  and libraries.
Analysis of algorithms, with an emphasis on using the scientific method to validate hypotheses about algorithm performance.
Machine organization, instruction set architecture, machine language programming. Data types, APIs, encapsulation.
Linked data structures, resizing arrays, and implementations of container types such as stacks and queues.
Sorting (mergesort) and searching (binary search trees). Programming languages.
Introduction to theory of computation. Regular expressions and finite automata. Universality and computability.
Intractability.
Logic design, combinational and sequential circuits. Processor and memory design.
Introduction to artificial intelligence.","SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Data Structures
SDF--Development Methods
PL--Object-Oriented programming
PL--Basic Type Systems
AL--Basic Analysis
AL--Algorithmic Strategies
AL--Fundamental Data Structures and Algorithms
AL--Basic Automata, Computability and Complexity
AL--Advanced Automata, Computability and Complexity
AR--Architecture and Organization
AR--Machine Representation of Data
AR--Assembly level machine organization
AR--Functional Organization
CN--Fundamentals
IS--Fundamental Issues
SP--History
","SDF
PL
AL
AR
CN
IS
SP"
CSCI 0190,"The course is a compressed introduction into programming along with basic algorithms and data structures. It interleaves these two. The data structures cover lists, trees, queues, heaps, DAGs, and graphs; the algorithms go up through classic ones such as graph shortest paths and minimum spanning trees. The programming is done entirely with pure functions. It begins with graphical animations (such as simple video games), then higher-order   functional programming, and encodings of laziness.","AL--Advanced Data Structures, Algorithms, and Analysis
PD--Parallelism Fundamentals
PL--Object-Oriented Programming
PL--Functional Programming
PL--Event-Driven and Reactive Programming
PL--Basic Type Systems
SE--Software Design
SE--Software Verification and Validation
","AL
PD
PL
SE"
CSC 221,"This course provides an introduction to problem solving and programming using the Python scripting language. The specific goals of this course are:
To develop problem solving and programming skills to enable the student to design solutions to non- trivial problems and implement those solutions in Python.
To master the fundamental programming constructs of Python, including variables, expressions, functions, control structures, and lists.
To build a foundation for more advanced programming techniques, including object-oriented design and the use of standard data structures (as taught in CSC 222).","SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Data Structures
SDF--Development Methods
PL--Object-Oriented Programming
PL--Basic Type Systems
PL--Language Translation and Execution
AL--Fundamental Data Structures and Algorithms
SP--History
","SDF
PL
AL
SP"
CSC 222,"Building upon basic programming skills in Python from CSC 221, this course focuses on the design and analysis of larger, more complex programs using the industry-leading language, Java. The specific goals of this course are:
To know and use basic Java programming constructs for object-oriented problem solving (e.g., classes, polymorphism, inheritance, interfaces)
To appreciate the role of algorithms and data structures in problem solving and software design (e.g., objected-oriented design, lists, files, searching and sorting)
To be able to design and implement a Java program to model a real-world system, and subsequently analyze its behavior.
To develop programming skills that can serve as a foundation for further study in computer science.","SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Data Structures
SDF--Development Methods
PL--Object-Oriented Programming
PL--Basic Type Systems
AL--Basic Analysis
AL--Fundamental Data Structures and Algorithms
SE--Software Design
SE--Software Construction
SE--Software Verification and Validation
","SDF
PL
AL
SE"
CSC 151,"This course introduces the discipline of computer science by focusing on functional problem solving with media computation as an integrating theme. In particular, the course explores
mechanisms for representing, making, and manipulating images. The course considers a variety of models of images based on pixels, basic shapes, and objects that draw.
The major objectives for this course include:
Understanding some fundamentals of computer science: algorithms, data structures, and abstraction. Experience with the practice of computer programming (design, documentation, development, testing, and debugging) in a high-level language, Scheme.
Learning problem solving from a functional programming perspective, including the use of recursion and higher-order procedures.
Sharpening general problem solving, teamwork, and study skills.
Fundamentals of functional problem-solving using a high-level functional language
abstraction
modularity
recursion, including helper procedures
higher-order procedures
analyzing of algorithms
Language elements
symbols
data types
conditionals
procedures and parameters
local procedures
scope and binding
Data types and structures
primitive types
lists
pairs, pair structures, and association lists
trees
raster graphics and RGB colors
objects in Scheme
Algorithms
searching
sorting
transforming colors and images
Software development
design
documentation
development
testing, including unit testing
debugging","AL--Fundamental Data Structures and Algorithms
AL--Algorithmic Strategies
GV--Fundamental Concepts
HCI--Designing Interaction
PL--Object-oriented Programming
PL--Type Systems
PL--Language Translation and Execution
SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Structures
SE--Software Verification and Validation
","AL
GV
HCI
PL
SDF
SE"
CSC 161,"This course utilizes robotics as an application domain in studying imperative problem solving, data representation, and memory management. Additional topics include assertions and invariants, data abstraction, linked data structures, an introduction to the GNU/Linux operating system, and programming the low-level, imperative language C.
This course explores elements of computing that have reasonably close ties to the architecture of computers, compilers, and operating systems. The course takes an imperative view of problem solving, supported by programming in the C programming language. Some topics include:
imperative problem solving: top-down design, common algorithms, assertions, invariants
C programming: syntax and semantics, control structures, functions, parameters, macro processing, compiling, linking, program organization
concepts with data: data abstraction, integer and floating-point representation, string representation, arrays, unions, structures, linked list data structures, stacks, and queues
machine-level issues: data representation, pointers, memory management
GNU/Linux operating system: commands, bash scripts, software development tools","AL--Fundamental Data Structures and Algorithms
AR--Machine level representation of data
CN--Fundamentals
IAS--Fundamental Concepts
IS--Robotics
PL--Type Systems
PL--Program Representation
PL--Language Translation and Execution
SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Structures
SDF--Development Methods
SE--Tools and Environments
SE--Software Design
SE--Software Verification and Validation
SP--Social Context
SP--Professional Communication
","AL
AR
CN
IAS
IS
PL
SDF
SE
SP"
CSC 207,"CSC 207, Algorithms and Object-Oriented Design, explores object-oriented problem solving using the Java programming language. Topics covered include principles of object-oriented design and problem solving, abstract data types and encapsulation, data structures, algorithms, algorithmic analysis, elements of Java programming, and an integrated development environment (IDE) (e.g., Eclipse).
Principles of object-oriented design and problem solving 
Objects and classes
Encapsulation, abstraction, and information hiding 
Inheritance
Polymorphism 
Unit testing 
Integration testing
Abstract data types, data structures, and algorithms
Dictionaries 
Hash tables
Binary search trees 
Priority queues 
Heaps
Algorithmic analysis
Upper-bound efficiency analysis; Big-O Notation
Comparison of results for small and large data sets 
Introduction of tight-bound analysis (Big-
Elements of Java programming
Basic syntax and semantics 
Interfaces and classes 
Exceptions
Strings
Arrays, ArrayLists, vectors 
Comparators; sorting 
Generics
Java type system 
Iterators
Introduction to the Java class library
An integrated development environment (IDE) (e.g., Eclipse)","AL--Basic Analysis
AL--Algorithmic Strategies
AL--Fundamental Data Structures and Algorithms
CN--Fundamentals
PL--Object-Oriented Programming
PL--Type Systems
PL--Language Translation and Execution
SDF--Algorithms and Design
SDF--Fundamental Programming Concepts
SDF--Fundamental Structures
SDF--Development Methods
SE--Software Design
SE--Software Construction
SE--Software Verification and Validation
SF--Resource Allocation and Scheduling
SP--Professional Ethics
","AL
CN
PL
SDF
SE
SF
SP"
COSC 1436,"Introduces the fundamental concepts of structured and object-oriented programming, and provides a comprehensive introduction to programming for computer science and technology majors. Includes topics on software development methodology, data types, control structures, functions, arrays, and the mechanics of running, testing, and debugging. This course assumes computer literacy",,"AL
IAS
GV
HCI
IM
NC
OS
PL
SDF
SE
SP"
COSC 1437,"Focuses on the object-oriented programming paradigm, emphasizing the definition and use of classes along with fundamentals of object-oriented design. Includes basic analysis of algorithms, searching and sorting techniques, and an introduction to software engineering processes. Students will apply techniques for testing and debugging software. (This course is included in the Field of Study Curriculum for Computer Science.)",,"AL
AR
IAS
DS
GV
HCI
IM
OS
PL
SDF
SE
SP"
COSC 2336,"Provides further applications of programming techniques, introducing the fundamental concepts of data structures and algorithms. Includes topics on recursion, fundamental data structures (including stacks, queues, linked lists, hash tables, trees, and graphs), and algorithmic analysis.",,"AL
CN
IAS
DS
GV
HCI
IM
NC
OS
PL
SDF
SE
SP"
COSC 2426,"Provides basic computer organization; machine cycle and digital representation of data and instructions; assembly language programming, assembler, loader, macros, subroutines, and program linkage.",,"AR
IAS
DS
HCI
IM
OS
PD
SDF
SE
SF
SP"
INF 120,"An elementary introduction to programming for those with no previous programming experience. Emphasis on understanding of algorithm development, procedural and object-oriented sofware development, secure coding, testing, and execution of program.",,"AL
AR
IAS
HCI
PL
SDF
SE
SP"
INF 260,"Object-oriented programming concepts and practice: types, decisions, loops, methods, arrays, classes; design and problem-solving. An intensive introduction intended for students with programming experience. Includes secure coding and data structures.",,"AL
IAS
GV
HCI
PD
PL
SDF
SE
SF
SP"
INF 282,"Core concepts for the design, creation, and manipulation of relational databases. Analysis of data requirements, conceptual modeling, definition of the relational model, relational database design and normalization, and database implementation; manipulation of relational databases using relational algebra with SQL.",,"IM
SP"
CIT 120,"Promotes understanding of computer programming and logic by teaching students to “think like a computer”. Covers skills needed to develop and design language-independent solutions to solve computer-related problems. Covers development and design basics including use of variables, control and data structures, and principles of command-line and object-oriented languages.",,"AL
AR
GV
HCI
IM
PL
SDF
SP"
CIT 111,"Presents a practical view of computer hardware and client operating systems. Covers computer hardware components; troubleshooting, repair, and maintenance; operating system interfaces and management tools; networking components; computer security; and operational procedures.",,"AR
IAS
NC
OS
SP"
CS 115,"Covers the basics of solving problems by computers. Emphasis is placed on how to design computer solutions, and then implement these designs using the C++ programming language. Important programming concepts such as data structures, control structures, top-down program design, program debugging, and program testing are covered.",,"AL
AR
IAS
PL
SDF
SE"
CS 215,"Covers basic data types, data structures and basic algorithm design and analysis techniques including recursion. Advanced programming skills in an object-oriented programming language is the goal. Students will also become familiar with basic software engineering methodology.",,"AL
AR
IAS
OS
PL
SDF
SE"
CS 216,"Implementation of large programming projects using object-oriented design techniques and software tools in a modern development environment. Software engineering topics to include: life cycles, metrics, requirements specifications, design methodologies, validation and verification, testing, reliability and project planning.",,"AR
CN
IAS
HCI
PD
PL
SDF
SE"
CS 275,"Topics in Discrete Mathematics aimed at application in Computer Science. Fundamental principles: set theory, induction, relations, functions, Boolean algebra. Techniques of counting: permutations, combinations, recurrences, algorithms to generate them. Introduction to graphs and trees.",,"AL
AR
IAS
DS"
CS 270,"This course provides an introduction to computer systems and explores computer architecture, operating systems, and networks from a programmer’s perspective. The course also introduces advanced programming and debugging tools. Topics include hardware instruction sets, machine language and C language program representations, linking/loading, operating systems (process management, scheduling, memory management, interprocess communication, and file systems), network programming (socket programming and web protocols), and common security attacks and solutions.",,"NC
OS
PD
SF"
EGR 101,"Introduces students to the engineering and computer science professions, College of Engineering degree programs, and opportunities for career path exploration. Topics and assignments include study skills, team development, ethics, problem solving and basic engineering tools for modeling, analysis and visualization.",,"SE
SP"
ITCS1010,"This course provides an introduction to problem-solving techniques, the steps of the program development cycle, and fundamental skills needed for programming in any computer language.Students will develop logic plans and create programs using core programming instructions to solve a variety of problems and will use one or more programming languages to gain experience with the complete program development process. The course includes an introduction to object-oriented and event-driven programming, and to the IDE (Integrated Development Environment).",,"PL
SDF"
ITON1011,"This course provides a historical perspective and an overview of operating systems significant to the development of microcomputer. Students will study vocabulary, usage, and basic functionality of a wide variety of previous and current versions.",,"AR
IAS
OS
SF
SP"
ITCS1870,"This course introduces students to the Python programming language. Students will write procedural and object-oriented applications. Student programs will include arithmetic operations, strings, functions, decisions and loops, and object-oriented constructs.",,"AL
AR
IAS
IM
PL
SDF
SP"
ITCS1820,"This course provides an introduction to application development, object-oriented programming, and the Java development system. Students will write object-oriented Java applications and applets using methods, variables, operators, strings, arrays, loops, selection statements, classes, inheritance, and encapsulation.",,"AR
IAS
IM
PL
SDF
SP"
ITCS2080,"This course introduces the basic principles and concepts of software engineering and provides the necessary foundation for subsequent SE courses at the upper division level. Topics include: basic terminology and concepts of software engineering; system requirements, modeling, and testing; object oriented analysis and design using UML; frameworks and APIs; client-server architecture; user interface technology; and the analysis, design, and programming of simple servers and clients.",,"IAS
IM
PD
PL
SDF
SE
SP"
ITCS2870,"This traditional computer science course introduces students to advanced data structure concepts including objects and inheritance, algorithm analysis, recursion, stacks, queues, lists, randomization, trees, sorting and searching, hash tables, and graphs and paths.",,"AL
IAS
DS
PL
SDF
SP"
ITCS2012,"This course provides an introduction to the foundations of discrete mathematics as they apply to computer science, and focuses on providing a solid theoretical foundation for further work. Topics include logic, set algebra, equivalence relations and partitions, functions, mathematical induction, cardinality, recurrence relations, basic combinatorial methods, and trees and graphs; with an emphasis on applications in computer science.",,"AL
DS"
ITCS2875,"This course provides a study of the principles of Von Neumann computer architecture, data representation, and memory addressing as well as processor organization and its impact on system and application software. It also includes discussion and utilization of assembly language and computer processor simulators.",,"AL
AR
IAS
OS
SDF
SF
SP"
