course_id,course_text,KA_label
Interactive Computer Graphics,"Computer graphics can be a powerful tool for supporting visual problem solving, and interactivity plays a central role in harnessing the users&#x27; creativity. This course will introduce various interactive tools developed in computer graphics research field with their design rationales and algorithms. Examples include enhancements to graphical user interfaces, authoring tools for 2D drawings and 3D animations, and interactive computer-aided design systems. Rich live demonstrations and course assignments will give you insights and skills to design and implement such tools for your own problems.",GV
Cluster Analysis in Data Mining,"Discover the basic concepts of cluster analysis, and then study a set of typical clustering methodologies, algorithms, and applications. This includes partitioning methods such as k-means, hierarchical methods such as BIRCH, and density-based methods such as DBSCAN/OPTICS. Moreover, learn methods for clustering validation and evaluation of clustering quality. Finally, see examples of cluster analysis in applications.","IS
AL
CN"
Java programming,"The main objectives of ""Java Programming"" course are three: first, to master the syntax of Java language, to have a deeper understanding of the Java language mechanism, and to master the object-oriented characteristics of Java language. Two, master the basic API in JavaSE, master the application in collection, thread, input and output, graphical user interface, network, etc. 3. Be able to write applications of a certain scale, develop good programming habits, and be able to improve the quality of code by means of refactoring, design patterns, and unit testing.
This course requires some basic knowledge of programming, such as C or C++.","AL
DS
PD
SP
PL
SDF
AR
NC
SE"
Data Manipulation at Scale: Systems and Algorithms,"Data analysis has replaced data acquisition as the bottleneck to evidence-based decision making --- we are drowning in it.  Extracting knowledge from large, heterogeneous, and noisy datasets requires not only powerful computing resources, but the programming abstractions to use them effectively.  The abstractions that emerged in the last decade blend ideas from parallel databases, distributed systems, and programming languages to create a new class of scalable data analytics platforms that form the foundation for data science at realistic scales.
In this course, you will learn the landscape of relevant systems, the principles on which they rely, their tradeoffs, and how to evaluate their utility against your requirements. You will learn how practical systems were derived from the frontier of research in computer science and what systems are coming on the horizon.   Cloud computing, SQL and NoSQL databases, MapReduce and the ecosystem it spawned, Spark and its contemporaries, and specialized systems for graphs and arrays will be covered.
You will also learn the history and context of data science, the skills, challenges, and methodologies the term implies, and how to structure a data science project.  At the end of this course, you will be able to:
Learning Goals: 
1. Describe common patterns, challenges, and approaches associated with data science projects, and what makes them different from projects in related fields.
2. Identify and use the programming models associated with scalable data manipulation, including relational algebra, mapreduce, and other data flow models.
3. Use database technology adapted for large-scale analytics, including the concepts driving parallel databases, parallel query processing, and in-database analytics
4. Evaluate key-value stores and NoSQL systems, describe their tradeoffs with comparable systems, the details of important examples in the space, and future trends.
5. “Think” in MapReduce to effectively write algorithms for systems including Hadoop and Spark.  You will understand their limitations, design details, their relationship to databases, and their associated ecosystem of algorithms, extensions, and languages.
write programs in Spark
6. Describe the landscape of specialized Big Data systems for graphs, arrays, and streams",PD
Software Defined Networking,"In this course, you will learn about software defined networking and how it is changing the way communications networks are managed, maintained, and secured.","NC
SE
SDF"
"Programming Languages, Part B","[As described below, this is Part B of a 3-part course.  Participants should complete Part A first -- Part B &quot;dives right in&quot; and refers often to material from Part A.]
This course is an introduction to the basic concepts of programming languages, with a strong emphasis on functional programming. The course uses the languages ML, Racket, and Ruby as vehicles for teaching the concepts, but the real intent is to teach enough about how any language “fits together” to make you more effective programming in any language -- and in learning new ones.
This course is neither particularly theoretical nor just about programming specifics -- it will give you a framework for understanding how to use language constructs effectively and how to design correct and elegant programs. By using different languages, you will learn to think more deeply than in terms of the particular syntax of one language. The emphasis on functional programming is essential for learning how to write robust, reusable, composable, and elegant programs. Indeed, many of the most important ideas in modern languages have their roots in functional programming. Get ready to learn a fresh and beautiful way to look at software and how to have fun building it.
The course assumes some prior experience with programming, as described in more detail in the first module of Part A.  Part B assumes successful completion of Part A.
The course is divided into three Coursera courses: Part A, Part B, and Part C.  As explained in more detail in the first module of Part A, the overall course is a substantial amount of challenging material, so the three-part format provides two intermediate milestones and opportunities for a pause before continuing.  The three parts are designed to be completed in order and set up to motivate you to continue through to the end of Part C.  
Week 1 of Part A has a more detailed list of topics for all three parts of the course, but it is expected that most course participants will not (yet!) know what all these topics mean.",PL
Audio Signal Processing for Music Applications,"In this course you will learn about audio signal processing methodologies that are specific for music and of use in real applications. We focus on the spectral processing techniques of relevance for the description and transformation of sounds, developing the basic theoretical and practical knowledge with which to analyze, synthesize, transform and describe audio signals in the context of music applications.
The course is based on open software and content. The demonstrations and programming exercises are done using Python under Ubuntu, and the references and materials for the course come from open online repositories. We are also distributing with open licenses the software and materials developed for the course.",SP
Advanced Modeling for Discrete Optimization,"Optimization is a common form of decision making, and is ubiquitous in our society. Its applications range from solving Sudoku puzzles to arranging seating in a wedding banquet.  The same technology can schedule planes and their crews, coordinate the production of steel, and organize the transportation of iron ore from the mines to the ports. Good decisions in manpower and material resources management also allow corporations to improve profit by millions of dollars.  Similar problems also underpin much of our daily lives and are part of determining daily delivery routes for packages, making school timetables, and delivering power to our homes. Despite their fundamental importance, all of these problems are a nightmare to solve using traditional undergraduate computer science methods.
This course is intended for students who have completed Basic Modelling for Discrete Optimization. In this course you will learn much more about solving challenging discrete optimization problems by stating the problem in a state-of-the-art high level modeling language, and letting library constraint solving software do the rest.  This course will focus on debugging and improving models, encapsulating parts of models in predicates, and tackling advanced scheduling and packing problems. As you master this advanced technology, you will be able to tackle problems that were inconceivable to solve previously.
Watch the course promotional video here: https://www.youtube.com/watch?v=hc3cBvtrem0&amp;t=8s",IS
C++ programming,"This course will teach you the concepts and syntax of C++ programming, enabling you to write maintainable, scalable, and large-scale programs using an object-oriented approach to C++ programming. We recommend that you become familiar with C and basic programming before starting this course. This course will take you to master the C++ language classes, objects, operator overloading, inheritance, polymorphism and other object-oriented programming methods, as well as templates, standard template library STL and other generic programming mechanisms, experience and understand the advantages of object-oriented programming methods and generic programming methods.","AR
PD
PL
SDF
SP"
"Fundamentals of computer systems (I) : representation, transformation, and linking of programs","This course mainly introduces how data types and their operations, statements and procedure calls are implemented in computer systems. There are three main topics :(1) presentation. Representation and storage of data of different data types (such as signed integer, unsigned integer, floating point number, array, structure, etc.) in registers or memory; The format and encoding of instructions and their storage in memory; A representation of a storage address (pointer). (2) Conversion. The correspondence between procedures (function calls), loops, selections, etc. in high-level language programs and machine-level code. (3) Links. How multiple relocatable object files are linked to generate executable object files and loaded into the system.
",AR
"C++ For C Programmers, Part B",This course is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.,"PL
AR
IM
SF"
"Programming Languages, Part C","[As described below, this is Part C of a 3-part course.  Participants should complete Parts A and B first -- Part C &quot;dives right in&quot; and refers often to material from Part A and Part B.]
This course is an introduction to the basic concepts of programming languages, with a strong emphasis on functional programming. The course uses the languages ML, Racket, and Ruby as vehicles for teaching the concepts, but the real intent is to teach enough about how any language “fits together” to make you more effective programming in any language -- and in learning new ones.
This course is neither particularly theoretical nor just about programming specifics -- it will give you a framework for understanding how to use language constructs effectively and how to design correct and elegant programs. By using different languages, you will learn to think more deeply than in terms of the particular syntax of one language. The emphasis on functional programming is essential for learning how to write robust, reusable, composable, and elegant programs. Indeed, many of the most important ideas in modern languages have their roots in functional programming. Get ready to learn a fresh and beautiful way to look at software and how to have fun building it.
The course assumes some prior experience with programming, as described in more detail in the first module of Part A.  Part B assumes successful completion of Part A.
The course is divided into three Coursera courses: Part A, Part B, and Part C.  As explained in more detail in the first module of Part A, the overall course is a substantial amount of challenging material, so the three-part format provides two intermediate milestones and opportunities for a pause before continuing.  The three parts are designed to be completed in order and set up to motivate you to continue through to the end of Part C.  
Week 1 of Part A has a more detailed list of topics for all three parts of the course, but it is expected that most course participants will not (yet!) know what all these topics mean.",PL
Pattern Discovery in Data Mining,"Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for data-driven phrase mining and some interesting applications of pattern discovery. This course provides you the opportunity to learn skills and content to practice and engage in scalable pattern discovery methods on massive transactional data, discuss pattern evaluation measures, and study methods for mining diverse kinds of patterns, sequential patterns, and sub-graph patterns.",IS
Introduction to Computing and C language fundamentals,"Have you ever wondered why a computer can calculate? How does a computer program work? Have you ever wondered: what are the possible future trends of computing? How is the program written? How to learn a programming language? What are the basic components of a programming language? This course, Introduction to Computing, will help you solve these puzzles.
By the end of this course, you will be able to explain the basic operation of computers and programs and their characteristics, and tell your friends about the history and development trend of computers. At the same time, you will be fully ""warmed up"" to ""computer programming language""!",SF
Business Management Programming in Python (part 2),"Continuing with business Programming in Python (PART 1), this course will continue to explore many of the core concepts of the Python language, including functions, strings, common data structures, file reading and writing, exception handling, and more. Finally, an example of financial data analysis is summarized. By the end of this course, you will have a better understanding of Python and be able to actually handle some simple data analysis problems in Python.","PD
PL
SDF"
Basic Modeling for Discrete Optimization,"Optimization is a common form of decision making, and is ubiquitous in our society. Its applications range from solving Sudoku puzzles to arranging seating in a wedding banquet.  The same technology can schedule planes and their crews, coordinate the production of steel, and organize the transportation of iron ore from the mines to the ports. Good decisions in manpower and material resources management also allow corporations to improve profit by millions of dollars.  Similar problems also underpin much of our daily lives and are part of determining daily delivery routes for packages, making school timetables, and delivering power to our homes. Despite their fundamental importance, all of these problems are a nightmare to solve using traditional undergraduate computer science methods.
This course is intended for students interested in tackling all facets of optimization applications. You will learn an entirely new way to think about solving these challenging problems by stating the problem in a state-of-the-art high level modeling language, and letting library constraint solving software do the rest. This will allow you to unlock the power of industrial solving technologies, which have been perfected over decades by hundreds of PhD researchers.  With access to this advanced technology, problems that are considered inconceivable to solve before will suddenly become easy.
Watch the course promotional video here: https://www.youtube.com/watch?v=hc3cBvtrem0&amp;t=8s",IS
Business Management Programming in Python (Part 1),"Starting from scratch, this course teaches Python, which is considered the most suitable programming language for beginners. The goal of this course is to enable students to learn the basic concepts of programming and computational thinking and to write independent programs that can solve computational problems. This course and the general program design course is the most different places, is that it is a problem in the field of business operation as the guide, so the course not only contains the prime factors decomposition, red ball white balls permutation and combination, triangle inequality, perpetual calendar, such as digital sorting examples of traditional programming courses and homework, but includes production, logistics, stock, investment, pricing and other issues, During the course of learning programming, students can also experience the application of programming and information technology in business management.
This course series is divided into three courses. As the first course, this course will introduce basic concepts of programming, basic Syntax of Python, selection, loops, lists, and conclude with some simple algorithms in the field of job management.","AL
PL
SDF"
Hands-on Text Mining and Analytics,"This course provides an unique opportunity for you to learn key components of text mining and analytics aided by the real world datasets and the text mining toolkit written in Java. Hands-on experience in core text mining techniques including text preprocessing, sentiment analysis, and topic modeling help learners be trained to be a competent data scientists. 
Empowered by bringing lecture notes together with lab sessions based on the y-TextMiner toolkit developed for the class, learners will be able to develop interesting text mining applications.",IS
Open Source tools for Data Science,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you&#x27;ll learn about Jupyter Notebooks, RStudio IDE, Apache Zeppelin and Data Science Experience. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Cognitive Class Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Data Science Experience and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.",DS
 FPGA computing systems: Background knowledge and introductory materials,"This course is for anyone passionate in learning how a hardware component can be adapted at runtime to better respond to users/environment needs. This adaptation can be provided by the designers, or it can be an embedded characteristic of the system itself. These runtime adaptable systems will be implemented by using FPGA technologies.
Within this course we are going to provide a basic understanding on how the FPGAs are working and of the rationale behind the choice of them to implement a desired system.
This course aims to teach everyone the basics of FPGA-based reconfigurable computing systems. We cover the basics of how to decide whether or not to use an FPGA and, if this technology will be proven to be the right choice, how to program it.
This is an introductory course meant to guide you through the FPGA world to make you more conscious on the reasons why you may be willing to work with them and in trying to provide you the sense of the work you have to do to be able to gain the advantages you are looking for by using these technologies.
The course has no prerequisites and avoids all but the simplest mathematics and it presents technical topics by using analogizes to help also a student without a technical background to get at least a basic understanding on how an FPGA works.
One of the main objectives of this course is to try to democratize the understanding and the access to FPGAs technologies. FPGAs are a terrific example of a powerful technologies that can be used in different domains. Being able to bring this technologies to domain experts and showing them how they can improve their research because of FPGAs, can be seen as the ultimate objective of this course. Once a student completes this course, they will be ready to take more advanced FPGA courses.",AR
Fundamentals of Parallelism on Intel Architecture,"This course will introduce you to the multiple forms of parallelism found in modern Intel architecture processors and teach you the programming frameworks for handling this parallelism in applications.  You will get access to a cluster of modern manycore processors (Intel Xeon Phi architecture) for experiments with graded programming exercises.
This course can apply to various HPC and datacenter workloads and framework including artificial intelligence (AI). You will learn how to handle data parallelism with vector instructions, task parallelism in shared memory with threads, parallelism in distributed memory with message passing, and memory architecture parallelism with optimized data containers. This knowledge will help you to accelerate computational applications by orders of magnitude, all the while keeping your code portable and future-proof.
Prerequisite: programming in C/C++ or Fortran in the Linux environment and Linux shell proficiency (navigation, file copying, editing files in text-based editors, compilation).","PD
SDF
PL
SE"
Principles of Game Design,"You have a great idea for a game. Turning that idea into a reality isn&#x27;t just about knowing the tools. In this course you will practice moving from game concept through design documentation, prototyping and testing. Numerous elements go into the overall process of game design. These range from topics such as idea generation, story, character, and game world development, game mechanics and level design, and user experience design. You will explore the process for designing meaningful experiences for your players. At the end of the course learners will have produced a game&#x27;s high concept document, one page blueprint, a physical prototype, pitch and supporting design documentation to move from an idea in your head to a fleshed out design, ready for implementation.",AR
"Business Intelligence Concepts, Tools, and Applications","This is the fourth course in the Data Warehouse for Business Intelligence specialization. Ideally, the courses should be taken in sequence.  In this course, you will gain the knowledge and skills for using data warehouses for business intelligence purposes and for working as a business intelligence developer. You’ll have the opportunity to work with large data sets in a data warehouse environment and will learn the use of MicroStrategy&#x27;s Online Analytical Processing (OLAP) and Visualization capabilities to create visualizations and dashboards. 
The course gives an overview of how business intelligence technologies can support decision making across any number of business sectors. These technologies have had a profound impact on corporate strategy, performance, and competitiveness and broadly encompass  decision support systems, business intelligence systems, and visual analytics. Modules are organized around the business intelligence concepts, tools, and applications, and the use of data warehouse for business reporting and online analytical processing, for creating visualizations and dashboards, and for business performance management and descriptive analytics.",IS
Web Application Development with JavaScript and MongoDB,"In this course, you will develop more advanced web application programming skills. You will learn how to control data read and write access using methods, publish and subscribe. You will learn how to access your database and server shells using command line tools. You will use the SimpleSchema system to validate data and generate input forms automatically. You will see a complete collaborative code editing environment, TextCircle, being built from scratch. 
At the end of this course, you will be able to:
- use Meteor methods to control data write access
- use publish and subscribe to control data read access
- install and use advanced Meteor packages
- add user accounts to your applications
- implement complex MongoDB filters
- use the MongoDB and meteor server shells
- define data validations schemas using SimpleSchema
- generate data input forms automatically using SimpleSchema
In this course, you will complete:
2 programming assignments taking ~4 hours each to complete
4 quizzes, each taking ~20 minutes to complete
multiple practice quizzes, each taking ~5 minutes to complete
Participation in or completion of this online course will not confer academic credit for University of London programmes",SP
C Advanced programming,"If studied the introduction to computing and the C language foundation, you have entered the palace of the C language, then ""advanced C program design"" will help you to the next level, understanding "", ""the basic idea of structured programming, master the basic techniques of"" C programming "", to develop good programming habits and style of programming, Write ""truly living computer programs."" On completion of this course, you will be able to explain the basic concepts and knowledge of the C programming language and use C to write computer programs to solve practical problems in life and work.","PD
PL
SDF"
Relational Database Support for Data Warehouses,"Relational Database Support for Data Warehouses is the third course in the Data Warehousing for Business Intelligence specialization. In this course, you&#x27;ll use analytical elements of SQL for answering business intelligence questions. You&#x27;ll learn features of relational database management systems for managing summary data commonly used in business intelligence reporting. Because of the importance and difficulty of managing implementations of data warehouses, we&#x27;ll also delve into storage architectures, scalable parallel processing, data governance, and big data impacts.",IS
Computer programming,"(About the course)
This course will introduce computer programming in C. We will cover basic operations about computer, then move on to how to write computer program in a language called C. Various C concepts will be introduced.
(Course format)
We will have video lecture to introduce the concept of programming. The video will switch between the presentation slides and the actual coding process. After that we will have weekly programming homework to ensure that the students are able to practice what they learned from the video presentation. The students will practice on ideone.com, a web platform for compiling and running computer programs.
(Recommended background)
No special prior computer knowledge is required. However, the students are expected to be able to use a web browser, has basic English vocabulary, and arithmetic skills of junior high school graduates.","PL
SE"
Computer operating system,"Ever since the first computer was unveiled in 1946, scientists and engineers have been working to make computers work better for humans, leading to generations of operating systems. The operating system is the soul of the computer system. It manages the resources of the computer system and provides friendly man-machine interaction. For every computer user, it is very important to recognize and understand the operating system.
Nanjing University is the earliest operating system research and development and teaching unit in China. In 1980, it first published operating system teaching materials in China, and the teaching materials have been updated to the fifth edition in 2014.
This course is organized into six parts: overview of computer operating system, processor management, storage management, device management, file management, concurrent programming. Learners can understand the basic concepts and implementation principles of the operating system, and deeply understand the design methods and implementation technologies of the operating system.
If you are a computer science, software engineering, electronics, communication, control, information systems, electronic commerce, computing and information science, information technology related specialized student, can systematically study the contents of this course basic parts, if you want to work on research and development of the operating system, can be further learning advanced part of the content; And if you're a computer enthusiast,
You can learn the relevant parts of this course according to your own needs, and establish a cognition of the whole or part of the computer operating system.
This course has three characteristics: first, it emphasizes the computer hardware and software co-design technology and teaches the implementation methods, strategies and algorithms of each operating system module; Second, the realization of the operating system from the perspective of large-scale software system construction, training students to compromise methods and programs, comprehensive ability to solve macro problems; Third, the position of engineers is adopted to emphasize the structural characteristics of the operating system, that is, concept is more than theory, technology is more than algorithm, the whole is before the part, so as to cultivate students' ability to comprehensively solve practical problems. Welcome to this course!",OS
Ruby on Rails Web Services and Integration with MongoDB,"In this course, we will explore MongoDB, a very popular NoSQL database and Web Services concepts and integrate them both with Ruby on Rails. MongoDB is a used to handle documents with a pre-defined schema which will give the developers an ability to store, process and use data using it’s rich API. The modules will go in-depth from installation to CRUD operations, aggregation, indexing, GridFS and various other topics where we continuously integrate MongoDB with RailsRuby.  We will be covering the interface to MongoDB using the Mongo Ruby API and the Mongoid ORM framework (the MongoDB access counterpart to RDBMS/ActiveRecord within Rails).  The last portion of the course will focus on Web Services with emphasis on REST, its architectural style and integration of Web Services with Rails.  Core concepts of Web Services like request/response, filters, data representation (XML/JSON), web linking and best practices will covered in depth.
This course is ideal for students and professionals who have some programming experience and a working knowledge of databases.",DS
Game Development for Modern Platforms,"The device or &quot;platform&quot; that a game is developed for and played on has a massive impact on the game development process. In this hands-on course you will explore how to develop a game for a variety of modern platforms, including Web, Windows, Mac OS X, iOS, and Android. While building a complete game, you will learn intermediate and advanced game development techniques in the Unity game engine.  By the end of the course, you will understand how to develop, refine, package, and prepare your game for distribution on a variety of game platforms. Particular attention will be given to developing a 2D platformer game that supports multiple forms of input (keyboard/mouse, controller, and touch), works across multiple forms of output (screen size, screen resolution, sound), and performs well on a variety of computing devices.",AR
System Validation: Automata and behavioural equivalences,"Have you ever experienced software systems failing? Websites crash, calendar not synchronising, or even a power blackout. Of course you have! But did you know that many of these errors are the result of communication errors either within a system or between systems? Depending on the system, the impact of software failures can be huge, even resulting in massive economic damage or loss of lives. Software, and in particular the communication between software-intensive systems, is very complex and very difficult to get right. However, we _need_ dependability in the systems we use, directly or indirectly, to support us in our everyday lives.
System Validation helps you to design embedded system behaviour that is structurally sound. It also enforces you to make the behaviour simple and insightful; systems that are designed for sound behaviour are also much easier to maintain and adapt. System Validation is the field that studies the fundamentals of system communication and information processing. The techniques put forward in system validaton allow to prove the absence of errors. 
This first course ’Automata and behavioural equivalences&#x27;, builds the foundation of the subsequent courses, showing you how to look at system behaviour as state machines. It discusses behavioural equivalences and illustrate these in a number of examples and quizzes. This course explains labelled transition systems or automata to model behaviour for especially software controlled systems. An important question is when two behaviours represented by such automata are equal. The answer to this question is not at all straightforward, but the resulting equivalences are used as powerful tools to simplify complex behaviour. This allows us to exactly investigate and understand the behavioural properties of such systems precisely. Especially, in the combination with hiding of behaviour, equivalence reduction is a unique technique to obtain insight in the behaviour of systems, far more effective than simulation or testing. Using this insight we can make the models correct. Such models form an excellent basis for the production of concise, reliable and maintainable software.
This course is part I of the set of courses for System Validation. System Validation, as a set of courses, is part of a larger EIT Digital online programme called &#x27;Internet of Things through Embedded Systems&#x27;.",SF
Rails with Active Record and Action Pack,"You already know how to build a basic web application with the Ruby on Rails framework. Perhaps, you have even taken Course 1, &quot;Ruby on Rails: An Introduction&quot; (we highly recommend it) where you relied on external web services to be your “data layer”. But in the back of your mind, you always knew that there would come a time when you would need to roll up your sleeves and learn SQL to be able to interact with your own relational database (RDBMS). But there is an easier way to get started with SQL using the Active Record Object/Relational (ORM) framework. In this course, we will be able to use the Ruby language and the Active Record ORM framework to automate interactions with the database to quickly build the application we want.
 
In Rails with Active Record and Action Pack, we will explore how to interact with relational databases by using Active Record, a Ruby gem, which Rails uses by default for database access. We will then take a look at what role Active Record plays in the overall request-response cycle, when a client (the browser) requests data from the server, as well as how to submit the data to the server.  Of course, when accessing data, security is of paramount importance! We will talk about vulnerabilities such as SQL injection, as well as how to secure access to data by authenticating and authorizing users accessing the data. Take this course to build a Ruby on Rails application with Active Record to automate the detailed SQL interactions with our database.",AR
TDD – Desenvolvimento de Software Guiado por Testes,"Neste curso, assumimos que você já sabe projetar e desenvolver programas mais complexos em Java, com método e organização graças às boas práticas e princípios exercitados no curso anterior; mas você talvez não se sinta ainda confortável em projetar programas usando técnicas ágeis, como o desenvolvimento guiado por testes (TDD). 
O objetivo deste curso é expor você aos princípios e práticas de desenvolvimento guiado por testes, tanto para modelar quanto para desenvolver aplicações e componentes de software, sem abandonar os conceitos e princípios de orientação a objetos aprendidos no curso anterior. De fato, pregamos que tais conceitos e princípios fortalecem o emprego do TDD no desenvolvimento ágil de software com mais qualidade. Este curso terá um grande foco em atividades hands-on, permitindo a você captar todos os aspectos práticos da técnica e facilitar a sua aplicação quando estiver projetando e desenvolvendo software de maneira ágil nos próximos cursos.
Os conceitos de desenvolvimento de software com Java apresentados neste curso incluem o seguinte: revisão de testes de unidade; automação de testes; desenvolvimento guiado por testes; ciclo do TDD; refatoração de código de produção; ciclo de refatoração; uso de objetos stubs e mocks; boas práticas no TDD; modelagem de software por meio do TDD.
Ao final deste curso, você terá amadurecido de tal modo suas habilidades de programação que será capaz de implementar, agora usando o TDD, versões modificadas e estendidas do componente de gamificação constante do Trabalho de Conclusão da Especialização, com base nas boas práticas exercitadas neste curso.",SE
Develop and Deploy Windows Applications on Google Cloud Platform,"Learn to deploy and run Microsoft Windows® applications on Google Cloud Platform (GCP). Through lectures and hands-on labs, learn how to configure and run Microsoft Windows and Microsoft SQL Server in Google Compute Engine. You will also learn how to develop and deploy ASP.NET applications and deploy them to Google Compute Engine, Google App Engine, and Google Container Engine.
Course objectives
This course teaches participants the following skills:
• Configuring Microsoft Windows and Microsoft SQL Server in Google Compute Engine
• Deploying ASP.NET MVC applications to Google Compute Engine
• Deploying .NET Core applications to Google Compute Engine, Google Compute Engine, and Google Container Engine
Pre-requisites
• System-administration or application-development experience with Microsoft Windows
• A general familiarity with cloud computing",SP
Software engineering,"Welcome to the Software Engineering MOOC offered by Peking University.
With the development of information technology, software has penetrated into every aspect of human society production and life. Software engineering is the application of engineering methods to the development, operation and maintenance of software in order to improve the quality of software and reduce the development cost. Software engineering has become one of the most active and popular subjects nowadays.
The MOOC course is an introduction to software engineering courses, in the time of 11 weeks, 21 times, we will introduce the software engineering knowledge involved in various aspects, including the software process, software requirements, structured analysis and design method, method of object-oriented analysis and design, agile methodologies, software testing, software project management, software development tools and environment. Through the course teaching, we can have a preliminary understanding of the methodology of software development and maintenance, and lay a foundation for further study of various topics.
The course also includes a hands-on session, through a small software project, where you can experience all aspects of software development and develop an awareness of project management.
I. The arrangement of this course is as follows:
Week 1 Introduction to Software Engineering, software processes
Week 2 Software requirements
Week 3 Structured Approach 1
Week 4 Structured Approach 2
Week 5 Object Oriented Approach 1
Week 6 Object Oriented Approach 2
Week 7 Object Oriented Approach 3
Week 8 object-oriented Methods 4. Agile Development methods
Week 9 Software testing
Week 10 Software project management
Week 11 Software development tools and environments
Second, curriculum practice
This course offers three practice topics, each of which Outlines three basic requirements, which can be found in the handout in the course introduction. Please choose one of them according to your own interests and hobbies, and add an additional requirement on the basis of careful reading and thinking about the basic requirements, so as to complete this course practice as a system requirement.
The practice of the course is divided into three stages. The practice of structured method, object-oriented method, software testing and project management is carried out in week 4, 7 and 10 respectively, and corresponding documentation reports are completed.
Each student is required to grade the reports of three other students.
Iii. Course grading scheme
In the new version of the course, we have reduced the grade for practice from 30% to 12%. However, we still encourage students to actively complete the course practice exercises to deepen their understanding of the course.
(1) Quiz accounts for 88%
(2) Course practice accounts for 12%

Enjoy your study!",SE
Quantitative Model Checking,"The integration of ICT (information and communications technology) in different applications is rapidly increasing in e.g. Embedded and Cyber physical systems, Communication protocols and Transportation systems. Hence, their reliability and dependability increasingly depends on software. Defects can be fatal and extremely costly (with regards to mass-production of products and safety-critical systems).
First, a model of the real system has to be built. In the simplest case, the model reflects all possible states that the system can reach and all possible transitions between states in a (labelled) State Transition System. When adding probabilities and discrete time to the model, we are dealing with so-called Discrete-time Markov chains which in turn can be extended with continuous timing to Continuous-time Markov chains. Both formalisms have been used widely for modeling and performance and dependability evaluation of computer and communication systems in a wide variety of domains. These formalisms are well understood, mathematically attractive while at the same time flexible enough to model complex systems. 
Model checking focuses on the qualitative evaluation of the model. As formal verification method, model checking analyzes
the functionality of the system model. A property that needs to be analyzed has to be specified in a logic with consistent syntax and semantics. For every state of the model, it is then checked whether the property is valid or not.
The main focus of this course is on quantitative model checking for Markov chains, for which we will discuss efficient computational algorithms. The learning objectives of this course are as follows:
- Express dependability properties for different kinds of transition systems .
- Compute the evolution over time for Markov chains.
- Check whether single states satisfy a certain formula and compute the satisfaction set for properties.",IS
C# programming,"C# (also known as csharp) is an excellent object-oriented language, it inherits the advantages of C++ and Java languages, has a wide range of applications in Windows graphical user interface, Web applications, databases and other aspects. On the basis of introducing C# language and the basic principles of object-oriented programming, this course uses Visual Studio as a development tool to introduce C# to all kinds of common information processing methods, including text processing, graphics drawing, image processing, multimedia, network information acquisition, database application, etc.
In addition to theoretical knowledge, the course pays more attention to computer programming practice. The program examples are closely combined with daily study and work, which are lively and interesting with moderate difficulty.
This course requires knowledge of a programming language (C, etc.).",PL
The Advanced Object-Oriented Technology,"If the software developers as walking the martial arts, then all kinds of software development technology is martial arts on the body of the secret book. Some esoteric books are good at easy learning and dexterity, practitioners quickly master, and have immediate effect, but the loss of thick lasting; Some of the secrets of the beginning of learning and practicing ton difficult, although meditating bitter solution is still not the point, the need to adhere to continuous internal skill training formula into the fruit, but become the necessary treasure of the Martial arts warrior. This course is somewhat similar to the latter.
""Object-oriented Advanced Technology Course"" deeply, systematically and completely explains the analysis, design, implementation and reconstruction methods of current mainstream object-oriented software development methods, deeply explains the high-level technical details of UML language, as well as the latest development trend of object-oriented methods in recent years. This course is a collection of lectures, combined with the latest research results of the speaker, and through a large number of rich, complete, different fields, different technologies, the key knowledge points are connected, easy to understand and apply.
This course is not limited to programming skills in a particular object-oriented programming language, but contains complete examples based on current mainstream object-oriented programming languages. This course guides students to describe the real world and the software world from a more abstract and generic model perspective, that is, to construct analysis and design models and then implement them into software programming. This engineering philosophy is essential for developing large, complex, difficult, and critical software systems, and is a necessary quality for senior software technical positions such as senior programmer, system analyst, and software architect.
As a Chinese MOOC course aimed at a wide audience, this course strives to present Chinese culture atmosphere, vivid and interesting cases, a broad vision across disciplines, and in-depth and practical technical integration to friends with different needs and backgrounds.
At the same time, as a MOOC course to teach software expertise, this course will bring interesting software development project assignments to students with programming ability, so that they can feel the joy of applying what they have learned in actual software development and experience the profound connotation of object-oriented methodology.
This course will also invite professor Shao Weizhong and Associate Professor Ma Zhiyi from the School of Information Science and Technology of Peking University to explain some chapters and discuss some key issues in object-oriented methodology.",SE
