course_id,course_text,label,KA_label,,,
CPED301,"Computers and computer communication; problems of security, reliability; speeds, capacity measures, reliability measures; physical realities and the limitations; wireless possibilities; communications network architectures, computer network protocols; variants on the basic topologies; local and wide area networks; client server computing; data integrity and data security, problems and solutions; performance issues; network management; nature and special problems of mobile computing.",,IM,,,
CPED302,"Nature of embedded systems, particular problems, special issues; role in computer engineering; embedded microcontrollers, embedded software; real time systems, problems of timing and scheduling; testing and performance issues, reliability; low power computing, energy sources, leakage; design methodologies, software tool support for development of such systems; problems of maintenance and upgrade; networked embedded systems.",,SF,,,
CPED303,"Design principles associated with modern computer architectures; performance and cost considerations; architectural features influenced by such features as operating systems and window systems, high level languages, networking, security considerations; processor implementation strategies, micro-programming, pipelining, CISC and RISC, vector processors; memory hierarchy, cache, virtual memory organization for high performance machines; special purpose components and devices; simple demonstrations provide experience in the designs and operations of different types of computer architecture such as memory architectures, I/O and bus subsystems, special purpose architectures, parallel processing, and distributed systems; explore hardware and software issues and tradeoffs in the design, implementation, and simulation ofworking computer systems. ",,AR,,,
CPED401,"Project initiation, management, and success, appraisal and risk, quality systems and implementation, environmental impacts; contracts, costs, finance, planning, organization, personnel management; contract strategies and policy; turnkey operations, global issues, international commerce, negotiation, customs, and law. ",,"AR
SP",,,
CPED405,"Discusses current trends towards universal presence of mobile computing, computer networks, and wireless communication; how network devices are aware of their environment; identification of current status, fundamental issues, future problems and applications; current research topics in the area of ubiquitous and pervasive computing; design issues; integration and processing of sensor-based input; wireless infrastructures; security and user-interfaces; integrated, multimodal input and output and application areas.",,IM,,,
CSCD101,"Representation of data of different kinds; elements of machine code and assembly language coding; role andfunction of an operating system (including networking, e-mail and distributed systems) and the associated functionality; programming language level, facilities and libraries; applications including description of the functionality of the relevant software (word processors, databases, spreadsheets) and their use; human interaction, importance and relevance of interface software; elements of computer interaction including desirable properties of screen design and interfaces; fundamentals of the web; use of browsers and search engines in information retrieval; simple web page construction; illustrations of information servers; search strategies; information storage and retrieval; legal issues of copyright and intellectual property rights.",,"HCI
SDF",,,
CSCD201,"Elementary ideas and results on discrete probability; mathematical foundations needed to support measures of complexity and performance; basic concepts from counting; concepts of graphs and trees; basic strategies that underpin the design of algorithms; fundamental algorithms for counting, searching, sorting, manipulation of hash tables, symbol tables, queues, trees, and graphs; distributed algorithms for certain simple tasks; fundamentals of computability theory; relevance to security; relevance of design and analysis of algorithms to software design and implementation.",,"AL
SDF",,,
CSCD202,"Relevance of information management in the context of computer engineering; introduction to database systems and the relational model; normal forms and their benefits; building databases, underlying methodology, database languages; issues associated with information retrieval; SQL, its use and power; information systems in the context of networks, intranets, extranets; special systems and applications; particular issues, access, security, and integrity; relevant legal and ethical issues. ",,SDF,,,
CSCD301,"History of the development of languages; different flavors of languages, programming, scripting, mark-up, specification; language role, characteristics, comparisons; different programming paradigms, significance, main areas of application, imperative, functional, logic, object-oriented languages; concurrency; aims and objectives of language design; principles of language design, including limitations; interaction between language design and the translation process; basic approaches to translation; aims and objectives of translation; major components of translation and their implementation; library design, separate compilation, design considerations, and implementation.",,SE,,,
ELED101,"Introduction to basic electrical quantities such as charge, current, voltage, energy and power.  Introduction to classical dynamics, electrostatics, and magnetism.  Basic laws such as Kirchoff’s law,  Ohm’s law; Thevenin’s theorem, Norton’s theorem.  Resistive circuits and networks, reactive circuits and networks.  Capacitance,  inductance, damping, transformers. Electronic properties of materials. Diodes and diode circuits.  MOS transistors and biasing. MOS logic families.",,"CN
SF
DS",,,
ELED102,"Basic switching theory, combinational logic circuits; modular design of combinational circuits; memoryelements; sequential logic circuits; digital systems design; understanding and analysis of the basic types of circuits and electrical networks as used in electronics, communications, and power applications.",,"AR
DS",,,
ELED201,"Review of MOS families and circuits; bipolar transistors and logic families; digital parameters and issues; storage elements; interfacing logic families and standard busses; fundamentals of digital systems design including state diagrams; modeling and simulation, use of relevant tools; use of CAD tools; design carried out for testability and for other such characteristics; problems of verification and validation; formal verification. ",,"AR
SF",,,
ELED202,"Data conversion issues, A/D and D/A circuits; electronic voltage and current sources; low and high pass filters, Chebyshev and Butterworth approximations, Sallen-Key; negative feedback; operational amplifier circuits; introduction to bipolar junction transistors.",,SF,,,
ELED301,"The concept of signals and systems, both continuous and discrete-time; signal manipulation; signal symmetry and orthogonality; system linearity and time invariants; system impulse response and step response; frequency response, sinusoidal analysis, convolution, and correlation; sampling in time and quantizing in amplitude; Laplace transform; Fourier analysis, filters; analysis of discrete time signals and systems using z-transforms; inverse transformation procedures.",,"CN
CN",,,
ELED302,"Review of complex numbers, superposition, compound systems; frequency domain representation; Laplace transform representation; system representation in time domain; first and second order systems; damping,stability, poles, and zeros; feedback block diagrams; open loop and closed loop systems; steady state error; introduction to Bode plots and Bode plot analysis introduction to proportional control.",,CN,,,
ELED303,"Purpose of digital signal processing (DSP), theories and concepts, role of DSP in the context of computer engineering; analysis of digital spectra; application of discrete Fourier transforms, convolution types; filtering, digital filtering; transforms; discrete time signals; sampling issues; applications to include imageprocessing, audio processing; use of relevant software tools.",,CN,,,
SWED101,"Introduction to the concepts of requirements and specification; basic concepts associated with programming languages and their translation; elementary programming, primitive data types, operations, simple language constructs; simple algorithms and problem solving involving counting, scanning elements, selecting elements (such as maxima and minima), iteration; use of arrays, strings and simple pre-defined classes; routines or methods as a fundamental abstraction mechanism; principles associated with and the design and constructionof these; use of simple libraries, classes; simple aspects of quality of software; the related activities of software testing and validation. ",,"SDF
SE",,,
SWED102,"Concepts from predicate logic; ideas from object-oriented programming, methods, classes, informationhiding, and inheritance; fundamental algorithms, sorting and searching; fundamental data structures, linkeddata structures, user defined classes; concept of recursion, benefits and problems; exception handling; using APIs; simple graphics programming; concept of software design.",,"SDF
SE",,,
SWED201,"Concepts of open source, shareware, freeware; issues of quality, conditions of use, availability; issues of software reuse; program libraries, software components; creation of additional libraries and othercomponents; application program interfaces; use of separate compilations; use of software libraries and othersoftware components; problems of building large systems; assessment of software including interfaces suchas metrics and measures; criteria; simple principles of interface design; multimedia issues; special problems associated with color, sound, video and multimedia; advanced issues in object-oriented programming, modularity, storage management issues, parallelism; client server computing, different kinds of servers, the role of middleware; overview of the software support needed for client services and server services; illustrations of the use of object oriented techniques applied to the building of certain commonly used software tools; applets and servelets; simple design patterns; nature of the software life cycle and its different phases; concept of process; differences across various developments and the reasons for the differences. ",,"HCI
SDF
SE",,,
SWED301,"Software engineering, role of software engineers; evaluation of software and principles thereof, software lifecycle models; notions of requirements, specification, design implementation; main techniques; importantof maintenance; quality concerns at all stages of the software development process; concept of process; software process maturity models; software process improvement; aspects of software engineering, important benefits of and good practice in software re-use; verification and validation; the use of metrics; selection of and use of tools; the nature and structure of teams; human computer interface as a software engineering activity; related life cycles; standards; use of relevant libraries; importance of practical activity; group activityas an important skill for these engineers. ",,SE,,,
MTHD101,"Basic mathematical notions of sets, relations, and functions, and operations involving the same; logic and its role, propositional logic, truth tables, issues of equivalence, limitations; predicate logic, its power and its limitations, relevance in the context of computer engineering; proof techniques; commonly occurring mathematical concepts such as graphs, trees; representational issues; relevance of these to computer engineering; recursion; counting; combinatorics; relevance of these ideas to computer engineering. ",,DS,,,
MTHD102,"Randomness, finite probability space, probability measure, events; conditional probability, independence, Bayes’ theorem; discrete random variables; binomial and Poisson distributions; concepts of mean and variance; continuous random variables; exponential and normal distribution, probability density functions, calculation of mean and variance; central limit theorem and the implications for the normal distribution; purpose and the nature of sampling; nature of estimates, point estimates, interval estimates; maximum likelihood principle approach, least squares approach; confidence intervals; estimates for one or two samples; development of models and associated hypotheses; nature of hypothesis formulation, null and alternate hypotheses, testing hypotheses; criteria for acceptance of hypothesis t-test, chi-squared test; correlation and regression; Markov processes, discrete time systems and continuous time systems; queuing theory including system simulation and modeling, queuing methods; use of appropriate statistical packages. ",,AL,,,
CSCA101,Introductory problem solving and computer programming using object-oriented techniques; theoretical and practical aspects of programming and problem solving,,SDF,,,
CSCA102,"Object-oriented problem solving, design, and programming; introduction to data structures, algorithm design and complexity",,SDF,,,
CSCA201,"Non-linear data structures and their associated algorithms; trees, graphs, hash tables, relational data model, file organization; advanced softwaredesign and development",,SDF,,,
CSCA301,"Study of complexity of algorithms and algorithm design; tools for analyzing efficiency; design of algorithms, including recurrence, divide-and-conquer, dynamic programming and greedy algorithms",,AL,,,
CSCA302,"Design of software systems for use in distributed environments; client/Server models, multithreaded programming, server-side web programming, graphical user interfaces, group projects involving client/server systems",,"SDF
SF",,,
ECEA101,"What it means to be an engineer, engineering ethics, engineering modeling, the design process, areas of ECE, communication skills",,SP,,,
ECEA201,"Binary codes, Booleanalgebra, combinational logic design, flip-flops, counters, synchronous sequential logic, programmable logic devices, MSI logic devices, adder circuits",,SF,,,
ECEA202,"Architecture of microprocessor-based systems; study of microprocessor operation, assembly language, arithmetic operations, and interfacing",,"SF
AR
SF",,,
ECEA203,Fundamentals of electric circuits and network analysis; transient analysis and frequency response of networks; introduction to operational amplifiers; AC power,,SF,,,
ECEA301,Operation circuit models and application of diodes and field-effect and bipolar junction transistors; electronic instrumentation; foundations of electrical communications systems,,SF,,,
ECEA302,"Modern digital design techniques using logic synthesis, hardware description languages; field programmable gate arrays, and modular building blocks",,SF,,,
ECEA303,"Modeling of analog and discrete-time signals and systems, time domain analysis;Fourier series, continuous and discrete-time Fourier transforms and applications, sampling, z-transform, state variables",,SF,,,
ECEA304,The concepts and practices of data communications and networking to provide the student with an understanding of the hardware and software used for datacommunications,,"NC
OS",,,
ECEA305,"Detailed design and implementation of a stored-program digital computer system; designs for the CPU, I/O subsystems, and memory organizations;ALU design and computer arithmetic",,AR,,,
ECEA401,"Lectures on teaming, project management, engineering standards, economics, and ethical and professional issues;student selectsfaculty mentor, performsproject design, and presentsorally",,"SF
SP",,,
ECEA402,"Lectures on teaming, project management, engineering standards, economics, and ethical and professional issues;student selectsfaculty mentor, performsproject design, and presentsorally",,"SF
SP",,,
ECEA403,"Advanced challengesin embedded systems design using contemporary practice; interrupt-driven, reactive, real-time, object-oriented, and distributed client/server embedded systems",,"SF
SF
SF
SDF",,,
ECEA404,"Basic and advanced concepts in cryptography and network security: symmetric and asymmetric cryptography, key management, wired and wireless network security protocols, network systems security",,IAS,,,
ECEA405,"Historical development of operating systems to control complex computing systems; process management, communication, scheduling techniques; file systems concepts and operation; data communication,distributed process management",,"OS
SF
AL",,,
MTHA204,"Concepts of algorithms, induction, recursion, proofs, logic, set theory, combinatorics, graph theory fundamental to study of computer science",,DS,,,
CSCB101,"Introduction to computing; algorithmic thinking, problem solving in the context of a modern programming language and its associated development environment",,SDF,,,
CSCB102,"Second course in programming languages and systems; object-oriented design, data structures, recursion, data modeling, fundamental concepts in software engineering",,SDF,,,
CSCB201,"Analysis and design of algorithms, algorithm design strategies, searching and sorting algorithms, parallel algorithms, tradeoffs in algorithmic performance, algorithmic complexity",,AL,,,
CSCB202,"Introductory course in computer organization and architecture; processor organization, instruction set architecture, memory system organization, performance, and interfacing fundamentals",,AR,,,
CSCB301,"Computer bus structures, memory organization and structure, interrupt structures, arithmetic units, input-output structures, central processor organization, control function implementation, pipelining, performance measurement, and distributed system models",,"AR
SF",,,
CSCB302,"Characteristics of embedded systems, techniques for embedded applications, parallel input and output, synchronous and asynchronous serial communication, interrupt handling, applications involving data acquisition, control, sensors, and actuators, implementation strategies for complex embedded systems",,SF,,,
CSCB303,"Introduction tothe design and performance analysis of local computer networks; architectures, protocols, standards,and technologies of computer networks; principles of information security, authentication, sources of vulnerability, malware, defenses against attack, network security",,"NC
IAS",,,
CSCB304,"Basic operating systems and their components; concurrency, scheduling and dispatch, memory and device management, file systems and performance evaluation, real-time operating systems, operating systems for mobile devices ",,SF,,,
CSCB401,"Individually designed projects oriented toward providing experience in project management, risk management, specification of systemrequirements and architecture, system design, integration, testing, and deployment; solution of open-ended problems; emerging technologies discussed in the context of these projects",,"SP
SF",,,
CSCB402,Continuation of Senior Project I focused on implementation of a project design,,"SP
SF",,,
CSCB403,"Critical examination of ethical problems associated with computer science and engineering; legal and quasi-legal (i.e., policy and regulative) issues are also considered; the process of ethicaldecision-making, privacy and confidentiality, computer crime, professional codes and responsibilities,software piracy, the impact of computers on society",,SP,,,
ELEB201,Number systems and representation of information;computer arithmetic; analysis and synthesis of combinational and sequential logic circuits; use of a modern hardware description language; organization and structure of computing systems,,"SF
AR",,,
ELEB202,"Fundamentals of electric circuits andnetwork analysis; transient analysis, frequency response, Laplace transforms, Fourier series, introduction to electronic materials and devices, diodes, bipolar transistors and logic families, MOS technology",,SF,,,
ELEB301,"Sinusoidal and transient analysis, convolution, transform analysis, frequency response, digital processing of signals, difference equations, sampling and aliasing, discrete time transforms and digital filter design",,SF,,,
MTHB202,"Sets, functions, and relations, Boolean algebra, first order logic, proof techniques, counting arguments, iteration and recursion, graphs,and trees",,DS,,,
CSCC101,"Introductory problem solving and computer programming concepts, including object-oriented programming, procedural and data abstraction,and program modularity",,SDF,,,
CSCC201,"Intermediate problem solving and computer programming concepts, including algorithmic strategies, recursion, and effective design and use of data structures and application programming interfaces (APIs)",,"AL
SDF",,,
CSCC202,"Concepts of discrete structures including Boolean algebra, first-order algebra, proof techniques, set theory, and graph theory",,DS,,,
CSCC301,"Design of basic data structures (e.g., stacks, queues, heaps, link structures, trees, graphs) and their manipulation; design and analysis of classic algorithms for common tasks (e.g., sorting,searching, graph algorithms)",,"AL
SDF",,,
CSCC401,"Basic operating systems and their components: scheduling, resource management, process management, interrupt handling, concurrent processing, and system performance evaluation",,SF,,,
ECEC201,"Elements of digital design (e.g., Boolean algebra, basic logic circuits), analysis and synthesis of combinational and sequential logic circuits, introduction into finitestate machines, hardware description language (HDL), and programmable logic devices (e.g., FPGAs)",,SF,,,
ECEC202,"Fundamentals of circuit analysis: basic concepts (e.g., voltage, current, Ohm's law); transient analysis and frequency response of networks; introduction to operational amplifiers, electronic materials and devices, bipolar transistors and logic families, and MOS technology",,SF,,,
ECEC301,"Microprocessor-based embedded systems, synchronous and asynchronous serial communication, interfacing, interrupt handling, data acquisition, real-time processing",,"AR
SF",,,
ECEC302,"Advanced digital design: modular design ofcombinational and sequential logic building blocks, control-datapath; extensive use of hardware description language (HDL) and programmable logic devices (e.g., FPGAs); system architecture design and evaluation",,"SF
SF",,,
ECEC401,"Continuous-time and discrete-time signal analysis including Fourier series and discrete-time Fourier transforms; sampling; finite and infinite impulse response (FIR and IIR) filter design; frequency response, and system function",,SF,,,
CEC201,"Introduction to computer architecture and system organization including instruction set architecture, processor organization, bus structures, memory sub-systems, input/output interfacing and communication, pipelining, and performance measurement",,"AR
AL",,,
CEC301,"Fundamental concepts in computer system engineering including project management; architectural design; concurrent hardware and software design; system integration, testing, and validation; and concepts such as maintainability, sustainability, manufacturability",,"SF
SP
SF
SDF",,,
CEC302,"Architectures, protocols, standards,and technologies of computer networks includinglocal and wide area networks, wireless and mobile networks, network applications, and network management and security",,"AL
NC
IAS",,,
CEC401,"Concepts in computer and network security including data security and integrity, vulnerabilities and exploitation, social engineering, cryptography, authentication, network and web security, and trust computing",,"NC
IAS",,,
CEC402,"First of a two-semester computer engineering capstone project which cumulates in a product with emphasis on teaming, project management, concurrent hardware and software design; system integration, testing, and validation",,SP,,,
CEC403,"Second of a two-semester computer engineering capstone project which cumulates in a product with emphasis on teaming, project management, concurrent hardware and software design; system integration, testing, and validation",,SP,,,
CSTD101,"Introduction to the basic concepts of computer programming, including problem solving, algorithmic thinking, simple data structure,and some fundamental algorithms",,SDF,,,
CSTD102,Introductory course in information science; fundamental problems and solving methodsincludingsome emerging technologies in information science,,OS,,,
CSTD201,"The basics of C++ programming, object-oriented programming,introductory problem solving,and computer programming using object-oriented techniques",,SDF,,,
CSTD301,"Highly practical course aimingat students’ innovative ideas and hands-on skills; through teaching and experiments, students developgeneral knowledge about C language and basic programming algorithms",,SDF,,,
CSTD401,"Data abstraction and representation, data structure (e.g. vector, array, list, stack, queue, tree, priority queue, hash table and graph) design and implementation, design of classic algorithms (e.g. search, sort and select, traverse, pattern matching, topological search, hash), as well as algorithm evaluation and analysis",,AL,,,
CSTD402,"Fundamentals of electric circuits, including the basic concepts (e.g. voltage, current, power), basic components (e.g. resistance, inductance, capacity, MOS transistor, operational amplifier), basic laws (e.g.,Ohm’s law, Kirchhoff’s law, equivalent resistance exchange) and methods of circuit analysis",,SF,,,
CSTD501,"Emphasison the analysis, design, and implementation of the digital logic circuit; Boolean algebra and logic simplification, design and analysis of combinational circuits and sequential circuits, competition and risk management in logic design",,SF,,,
CSTD504,"Organization of high performance computer, design methods of parallel programming, performance model of programs, performance evaluation and optimization techniques, programming in MPI and OpenMPand algorithms in high performance computing",,AR,,,
CSTD601,"The basic theory, programming tools, programming methods and applications of assembly language",,AR,,,
CSTD602,"Java programming, Java’s history and evolution, development tools, object-oriented programming methods and network programming technologies",,SDF,,,
CSTD701,"Introductionto single CPU computer organization and architecture; instruction setarchitecture, datapath and controller, pipelining and performance measurement, hierarchical memory organization, bus structures, I/O interfacing and communications, peripheral equipment",,"AR
SF",,,
CSTD702,"Computer network architecture, typical protocols and standards of LAN, WAN, wireless and mobile networks, classical network applications, network management and security; networks social effects, network engineer’sprofessional and responsibilities ",,"NC
SP
IAS",,,
CSTD704,"Focusing on the software developmentmethods, software life cycle, design methods, software testing and performance evaluation, software development management",,"SF
SP",,,
CSTD705,"Concepts on signal and signal processing, continuous-time Fourier transform, discrete-time Fourier transform, Z-transform and discrete time system analysis, design,and implementation of filters",,SF,,,
CSTD706,"Entity-relationship model and relational model; concepts, logic, and physical design of database, key techniques in database management system (e.g.,query, transaction management, concurrency control and error recovery),expansion of database system structure, current research in database research, and new applications",,SDF,,,
CSTD801,"Introduction to the computer operating system, process management, process scheduling, storage management, file management and device management",,SF,,,
CSTD802,"Focusingon the structure, design principles, and other key concepts in computer architecture; design principles and performance evaluation of computerarchitecture, parallel technology in timing and space, multicore processor and multiprocessor system, high performance computing and networks, memory hierarchy architecture for single core and multicore systems",,"AR
OS",,,
CSTD804,"Introduction tothe frontier researches of software technology, includingsystem software, data and knowledge engineering, software engineering,computer aided design technology",,OS,,,
CSTD901,"Practice course on the design and implement of whole computer system—two or three studentsworking together to design and implement a mini-computer withthe basic hardware, operating system,and complier ",,SF,,,
CSTD1001,"Foundations of cryptography, symmetric cryptography, public key cryptography, Hash algorithms, digital signature, user authentication technology, network security techniques, structure,and protocol standards for network managementand operations",,"IAS
NC",,,
CSTD1002,"Components of embedded system (e.g.,embedded processor; flash embedded memory; bus and communication in embedded systems, sensors,and drivers), power source design, boot process, real time operating systems, driver design, mid-ware and other embedded software, development,and test methods",,SF,,,
CSTD1101,"The capstone project for graduation to ensure that all graduates have significant design experience, as well as experience with teamwork and modern engineering tools",,SP,,,
MTHD101,"Introduction to the basic knowledge of limit theorem,includingfunctional limit, continuity of function,and the calculation of limit;includescalculus methods such as derivative and differential, integral, ordinary differential equation and Improper integrals; series, convergence criteria, convergence domain and uniform convergence of function series, term-by-term limit, term-by-term summation, term-by-term integral",,DS,,,
MTHD102,"One of the basic math courses in higher education, introducingthe fundamental knowledge related to geometry, algebra,and the relationship between these two fields; covermapping, geometry order, and basic concepts of group, ring, and field, as well as vectors in geometry spaces, linear space,and inner product space; algebra-related contents includinglinear mapping, matrix, concept and properties of determinant, linear equation system, orthogonal matrixes and similar matrixes",,DS,,,
MTHD103,"Logic proposition and propositional calculus, first order predicate logic and predicate calculus, natural formal system of reasoning in propositional calculus and predicate calculus, as well as, operation and property of set and binary relation, functions on set and their properties",,DS,,,
MTHD201,"Knowledge related to multivariate functions; derivative, integral, line/surface integrals of the first type, line/surface integrals of the second type, plane vector field and Green formula, space vector field and Gauss formula, Stokes formula, path independent integral, linear ordinary differential equation of second order and system of linear ordinary differential equation of first order",,DS,,,
MTHD202,"Quadratic forms, quadratic curve and its categorization, common curved surface, space curve equation, quadratic surface and its categorizations, as well as, plane orthogonal transformation, plane affine transformation, projection plane and homogeneous coordinates, projective transformation and projective mapping, vector function and its calculus, arc length of a curve and Frenet frame",,DS,,,
MTHD203,"Graphingand itsalgebraic representation; path, cycle, and connectivity, as well as, tree, algebraic structure, group, ring, field, lattice, and Boolean algebra",,DS,,,
MTHD501,"Mathematical descriptions of random phenomenon, focusing on the core concepts of probability and statistics; probability space, determining the probability of random events, conditional probability and its applications in probability calculation, statistical independence of random events, random variable and its distribution, quantitative statistical analysis of random phenomenon, basic methods of statistical analysis and statistical inference using probability models",,DS,,,
CEE101,"Range of illustrations of the applicability of developments in computer engineering exhibiting the use of hardware and software systems in a variety of different contexts including simple devices, embedded systems, systems with an important human computer interface, systems involving computer communications, and systems of a sensitive nature such as safety critical systems; issues involved in electronics, software, human computer interface, use of tools, systems, and the engineering dimension",,"IAS
SF",,,
CEE201,"Computers and computer communication; problems of security, reliability; speeds, capacity measures, reliability measures; physical realities and the limitations; wireless possibilities; communications network architectures, computer network protocols; variants on the basic topologies; local and wide area networks; client server computing; data integrity and data security, problems,and solutions; performance issues; networkmanagement; nature and special problems of mobile computing",,NC,,,
CEE202,The fundamental elements of digital logic and their use in computer construction; register level description of computer execution and the functional organization of a computer; essential elements of computer architecture; major functional components of a modern computer system; characteristics of machine codes: instruction formats and addressing modes;the elements of machine and assembly code programming; memory hierarchy and organization; interfacing and communication between processor and peripheral devices; experiments provide laboratory experience in hardware and software to interface memory and peripheral components to a computer system,,AR,,,
CEE203,"Critical examination of ethical problems associated with computer engineering; discussion of these problems conducted within the framework of classical philosophical ethical theories; legal and quasi-legal (i.e., policy and regulative) issues; process of ethical decision-making, privacy and confidentiality, computer crime, professional codes and responsibilities, professional practice, system security and more generally cyber security,impactof computers on society",,SP,,,
CEE204,"Approaches to the development of systems in computer engineering; the special problems and the issues; concept of a life cycle, nature of life cycle models, phases of typical life cycles, quality issues; process and process improvement; issues of teams, team selection, roles in teams, elements of team work; selection of support tools, standards and technologies; techniques and approaches associated with the different phases; special problems of design and the issues associated with tradeoffs, special problem of hardware/software tradeoffs; testing; maintenance; project management",,"IAS
SF",,,
CEE205,"Nature of embedded systems, specificproblems, special issues; role in computer engineering; embedded microcontrollers, embedded software; real time systems, problems of timing and scheduling; testing and performance issues, reliability; low power computing, energy sources, leakage; design methodologies, software tool support for development of such systems; problems of maintenance and upgrade; networked embedded systems",,SF,,,
CEE303,"Design principles associated with modern computer architectures; performance and cost considerations; architectural features influenced by such features as operating systems and window systems, high level languages, networking, security considerations; processor implementation strategies, micro-programming, pipelining, CISC and RISC, vector processors; memory hierarchy, cache, virtual memory organization for high performance machines; special purpose components and devices; simple demonstrations provide experience in the designs and operations of different types of computer architecture such as memory architectures, I/O and bus subsystems, special purpose architectures,parallel processing, and distributed systems; explore hardware and software issues and tradeoffs in the design, implementation, and simulation of working computer systems",,AR,,,
CSCE101,"Representation of data of different kinds; elements of machine code and assembly language coding; role and function of an operating system (including networking, e-mail and distributed systems) and the associated functionality; programming language level, facilities and libraries; applications including description of the functionality of the relevant software (word processors, databases, spreadsheets) and their use; human interaction, importance and relevance of interface software; elements of computer interaction including desirable properties of screen design and interfaces; fundamentals of the web; use of browsers and search engines in information retrieval; simple web page construction; illustrations of information servers; search strategies; information storage and retrieval; legal issues of copyright and intellectual property rights",,"NC
AL
SF
SF",,,
CSCE201,"Elementary ideas and results on discrete probability; mathematical foundations needed to support measures of complexity and performance; basic concepts from counting; concepts of graphs and trees; basic strategies that underpin the design of algorithms; fundamental algorithms for counting, searching, sorting, manipulation of hash tables, symbol tables, queues, trees, and graphs; distributed algorithms for certain simpletasks; fundamentals of computability theory; relevance to security; relevance of design and analysis of algorithms to software design and implementation",,AL,,,
CSCE202,"The functionality and role of an operating system; major components; design considerations; layered approach to the design of an operating system, including the major influences on design; high-level languages, real-time issues, networking, security, multimedia; file systems, hierarchical design; process management, scheduling strategies; resource allocation strategies; concurrency, synchronization principles, deadlock avoidance; device drivers and interfacing; net centric computing; considerations about different platforms and mobility",,"NC
IAS
SF",,,
CSCE301,"History of the development of languages; different flavors of languages, programming, scripting, mark-up, specification; language role, characteristics, comparisons; different programming paradigms, significance, main areas of application, imperative, functional, logic, object-oriented languages; concurrency; aims and objectives of language design; principles of language design, including limitations; interaction between language design and the translation process; basic approaches to translation; aims and objectives of translation; major components of translation and their implementation; library design, separate compilation, design considerations, and implementation",,SDF,,,
ELEE101,"Introduction to basic electrical quantities such as charge, current, voltage, energy,and power;introduction to classical dynamics, electrostatics, and magnetism; basic laws such as Kirchoff’s law, Ohm’s law, Thevenin’s theorem, Norton’s theorem; resistive circuits and networks, reactive circuits and networks; capacitance, inductance, damping, transformers; electrical properties of materials; diodes and diode circuits;MOS transistors and biasing,MOS logic families",,SF,,,
ELEE102,"Basic switching theory, combinational logic circuits; modular design of combinational circuits; memory elements; sequential logic circuits; digital systems design; understanding and analysis of the basic types of circuits and electrical networks as used in electronics, communications, and power applications",,SF,,,
ELEE201,"Review of MOS families and circuits; bipolar transistors and logic families; digital parameters and issues; storage elements; interfacing logic families and standard busses; fundamentals of digital systems design including state diagrams; modeling and simulation, use of relevant tools; use of CAD tools; design carried out for testability and for other such characteristics; problems of verification and validation; formal verification",,"SF
SF",,,
ELEE202,"Data conversion issues, A/D and D/A circuits; electronic voltage and current sources; low and high pass filters, Chebyshev and Butterworth approximations, Sallen-Key; negative feedback; operational amplifier circuits; introduction to bipolar junction transistors",,SF,,,
ELEE301,"The concept of signals and systems, both continuous and discrete-time; signal manipulation; signal symmetry and orthogonality; system linearity and time invariants; system impulse response and step response; frequency response, sinusoidal analysis, convolution, and correlation; sampling in time and quantizing in amplitude; Laplace transform; Fourier analysis, filters; analysis of discrete time signals and systems using z-transforms; inverse transformation procedures",,SF,,,
ELEE302,"Review of complex numbers, superposition, compound systems; frequency domain representation; Laplace transform representation; system representation in time domain; first andsecond order systems; damping",,SF,,,
ELEE303,"Purpose of digital signal processing (DSP), theories and concepts, role of DSP in the context of computer engineering; analysis of digital spectra; application of discrete Fourier transforms, convolution types; filtering, digital filtering; transforms; discrete time signals; sampling issues; applications to include image processing, audio processing; use of relevant software tools",,SF,,,
MTHE101,"Basic mathematical notions of sets, relations, and functions, and operations involving the same; logic and its role, propositional logic, truth tables, issuesof equivalence, limitations; predicate logic, its power and its limitations, relevance in the context of computer engineering; proof techniques; commonly occurring mathematical concepts such as graphs, trees; representational issues; relevance of these tocomputer engineering; recursion; counting; combinatorics; relevance of these ideas to computer engineering",,DS,,,
MTHE102,"Randomness, finite probability space, probability measure, events; conditional probability, independence, Bayes’ theorem; discrete random variables; binomial and Poisson distributions; concepts of mean and variance; continuous random variables; exponential and normal distribution, probability density functions, calculation of mean and variance; central limit theorem and the implications for the normal distribution; purpose and the nature of sampling; nature of estimates, point estimates, interval estimates; maximum likelihood principle approach, least squares approach; confidence intervals; estimates for one or two samples; development of models and associated hypotheses; nature of hypothesis formulation, null and alternate hypotheses, testing hypotheses; criteria for acceptance of hypothesis t-test, chi-squared test; correlation and regression; Markov processes, discrete time systems and continuous time systems; packages supporting data analysis",,DS,,,
MTHE103,Review of basic differential and integral calculus;techniques and approaches; single and double integrals; simple differential equations and their solutions; complex numbers; vector calculus; graphical concepts supported by appropriategraphics packages,,DS,,,
MTHE104,"Bases, vector spaces and orthogonality; matrix representation of linear systems; matrix inversion; linear transformations; solution of linear systems; solution of non-linear systems; determinants; eigenvectors and eigenvalues; use of appropriate packages for linear algebra",,DS,,,
SWEE101,"Introduction to the concepts of requirements and specification; basic concepts associated with programming languages and their translation; elementary programming, primitive data types, operations, simple language constructs; simple algorithms and problem solving involving counting, scanning elements, selecting elements (such as maxima and minima), iteration; use of arrays, strings and simple pre-defined classes; routines or methods as a fundamental abstraction mechanism; principles associated with and the design and construction of these; use of simple libraries, classes; simple aspects of quality of software; the related activities of software testing and validation",,SDF,,,
